WEEK,GEAR,SPECIES,WEIGHT,START,DFOWEEKNUM,YEAR,MONTH
103 OCT 09 - OCT 15,Gillnet,Coho,43,10/9/2011,103,2011,10
103 OCT 09 - OCT 15,Gillnet,Pink,43,10/9/2011,103,2011,10
103 OCT 09 - OCT 15,Troll,Pink,46,10/9/2011,103,2011,10
103 OCT 14 - OCT 20,Gillnet,Chinook,182,10/14/2012,103,2012,10
103 OCT 14 - OCT 20,Gillnet,Chum,54591,10/14/2012,103,2012,10
103 OCT 14 - OCT 20,Troll,Chum,51312,10/14/2012,103,2012,10
103 OCT 14 - OCT 20,Gillnet,Coho,63,10/14/2012,103,2012,10
104 OCT 20 - OCT 26,Gillnet,Chinook,19,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Gillnet,Chum,59520,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Seine,Chum,283004,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Troll,Chum,12,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Gillnet,Coho,99,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Seine,Coho,67,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Troll,Coho,1166,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Troll,Pink,148,10/20/1996,104,1996,10
104 OCT 20 - OCT 26,Gillnet,Steelhead,107,10/20/1996,104,1996,10
104 OCT 19 - OCT 25,Gillnet,Chinook,92,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Troll,Chinook,3942,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Gillnet,Chum,266946,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Seine,Chum,3023475,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Troll,Chum,108,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Gillnet,Coho,19,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Troll,Coho,19,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Troll,Pink,5775,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Seine,Sockeye,2,10/19/1997,104,1997,10
104 OCT 19 - OCT 25,Troll,Sockeye,1325,10/19/1997,104,1997,10
104 OCT 18 - OCT 24,Gillnet,Chinook,237,10/18/1998,104,1998,10
104 OCT 18 - OCT 24,Troll,Chinook,4884,10/18/1998,104,1998,10
104 OCT 18 - OCT 24,Gillnet,Chum,328243,10/18/1998,104,1998,10
104 OCT 18 - OCT 24,Seine,Chum,2139289,10/18/1998,104,1998,10
104 OCT 18 - OCT 24,Troll,Chum,101669,10/18/1998,104,1998,10
104 OCT 18 - OCT 24,Seine,Coho,12,10/18/1998,104,1998,10
104 OCT 18 - OCT 24,Seine,Sockeye,350,10/18/1998,104,1998,10
104 OCT 18 - OCT 24,Troll,Sockeye,4,10/18/1998,104,1998,10
104 OCT 17 - OCT 23,Gillnet,Chinook,60,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Troll,Chinook,39289,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Gillnet,Chum,107579,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Seine,Chum,154270,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Troll,Chum,1314,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Gillnet,Coho,29,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Gillnet,Pink,10,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Troll,Pink,8,10/17/1999,104,1999,10
104 OCT 17 - OCT 23,Gillnet,Steelhead,5,10/17/1999,104,1999,10
104 OCT 15 - OCT 21,Gillnet,Chinook,104,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Troll,Chinook,18939,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Gillnet,Chum,74012,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Seine,Chum,71041,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Troll,Chum,70,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Gillnet,Coho,395,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Seine,Coho,66,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Troll,Pink,107,10/15/2000,104,2000,10
104 OCT 15 - OCT 21,Troll,Sockeye,134,10/15/2000,104,2000,10
104 OCT 21 - OCT 27,Gillnet,Chinook,18,10/21/2001,104,2001,10
104 OCT 21 - OCT 27,Troll,Chinook,1235,10/21/2001,104,2001,10
104 OCT 21 - OCT 27,Gillnet,Chum,255084,10/21/2001,104,2001,10
104 OCT 21 - OCT 27,Seine,Chum,282590,10/21/2001,104,2001,10
104 OCT 21 - OCT 27,Troll,Chum,750,10/21/2001,104,2001,10
104 OCT 20 - OCT 26,Gillnet,Chinook,286,10/20/2002,104,2002,10
104 OCT 20 - OCT 26,Gillnet,Chum,405095,10/20/2002,104,2002,10
104 OCT 20 - OCT 26,Seine,Chum,1498439,10/20/2002,104,2002,10
104 OCT 20 - OCT 26,Troll,Chum,17189,10/20/2002,104,2002,10
104 OCT 20 - OCT 26,Gillnet,Sockeye,2,10/20/2002,104,2002,10
104 OCT 19 - OCT 25,Gillnet,Chinook,1271,10/19/2003,104,2003,10
104 OCT 19 - OCT 25,Gillnet,Chum,517330,10/19/2003,104,2003,10
104 OCT 19 - OCT 25,Seine,Chum,2053968,10/19/2003,104,2003,10
104 OCT 19 - OCT 25,Troll,Chum,69432,10/19/2003,104,2003,10
104 OCT 19 - OCT 25,Gillnet,Coho,317,10/19/2003,104,2003,10
104 OCT 19 - OCT 25,Seine,Pink,5,10/19/2003,104,2003,10
104 OCT 17 - OCT 23,Gillnet,Chinook,1491,10/17/2004,104,2004,10
104 OCT 17 - OCT 23,Seine,Chinook,7,10/17/2004,104,2004,10
104 OCT 17 - OCT 23,Troll,Chinook,3598,10/17/2004,104,2004,10
104 OCT 17 - OCT 23,Gillnet,Chum,462916,10/17/2004,104,2004,10
104 OCT 17 - OCT 23,Seine,Chum,1583221,10/17/2004,104,2004,10
104 OCT 17 - OCT 23,Troll,Chum,5179,10/17/2004,104,2004,10
104 OCT 17 - OCT 23,Gillnet,Coho,284,10/17/2004,104,2004,10
104 OCT 17 - OCT 23,Seine,Coho,79,10/17/2004,104,2004,10
104 OCT 16 - OCT 22,Gillnet,Chinook,390,10/16/2005,104,2005,10
104 OCT 16 - OCT 22,Gillnet,Chum,628536,10/16/2005,104,2005,10
104 OCT 16 - OCT 22,Seine,Chum,1542155,10/16/2005,104,2005,10
104 OCT 16 - OCT 22,Troll,Chum,259,10/16/2005,104,2005,10
104 OCT 16 - OCT 22,Gillnet,Coho,136,10/16/2005,104,2005,10
104 OCT 16 - OCT 22,Seine,Coho,21,10/16/2005,104,2005,10
104 OCT 22 - OCT 28,Gillnet,Chinook,105,10/22/2006,104,2006,10
104 OCT 22 - OCT 28,Gillnet,Chum,586327,10/22/2006,104,2006,10
104 OCT 22 - OCT 28,Seine,Chum,822854,10/22/2006,104,2006,10
104 OCT 22 - OCT 28,Troll,Chum,5646,10/22/2006,104,2006,10
104 OCT 22 - OCT 28,Gillnet,Coho,330,10/22/2006,104,2006,10
104 OCT 22 - OCT 28,Gillnet,Pink,31,10/22/2006,104,2006,10
104 OCT 22 - OCT 28,Gillnet,Sockeye,9,10/22/2006,104,2006,10
104 OCT 21 - OCT 27,Gillnet,Chinook,387,10/21/2007,104,2007,10
104 OCT 21 - OCT 27,Troll,Chinook,5173,10/21/2007,104,2007,10
104 OCT 21 - OCT 27,Gillnet,Chum,201934,10/21/2007,104,2007,10
104 OCT 21 - OCT 27,Seine,Chum,1150976,10/21/2007,104,2007,10
104 OCT 21 - OCT 27,Troll,Chum,26,10/21/2007,104,2007,10
104 OCT 21 - OCT 27,Gillnet,Coho,23,10/21/2007,104,2007,10
104 OCT 21 - OCT 27,Troll,Coho,85,10/21/2007,104,2007,10
104 OCT 19 - OCT 25,Gillnet,Chinook,11,10/19/2008,104,2008,10
104 OCT 19 - OCT 25,Troll,Chinook,4508,10/19/2008,104,2008,10
104 OCT 19 - OCT 25,Gillnet,Chum,138070,10/19/2008,104,2008,10
104 OCT 19 - OCT 25,Seine,Chum,488334,10/19/2008,104,2008,10
104 OCT 19 - OCT 25,Troll,Chum,18081,10/19/2008,104,2008,10
104 OCT 18 - OCT 24,Gillnet,Chinook,148,10/18/2009,104,2009,10
104 OCT 18 - OCT 24,Gillnet,Chum,217398,10/18/2009,104,2009,10
104 OCT 18 - OCT 24,Seine,Chum,561071,10/18/2009,104,2009,10
104 OCT 18 - OCT 24,Troll,Chum,74426,10/18/2009,104,2009,10
104 OCT 18 - OCT 24,Gillnet,Coho,91,10/18/2009,104,2009,10
104 OCT 18 - OCT 24,Seine,Coho,9,10/18/2009,104,2009,10
104 OCT 17 - OCT 23,Gillnet,Chinook,88,10/17/2010,104,2010,10
104 OCT 17 - OCT 23,Gillnet,Chum,9086,10/17/2010,104,2010,10
104 OCT 17 - OCT 23,Gillnet,Coho,10,10/17/2010,104,2010,10
104 OCT 17 - OCT 23,Gillnet,Sockeye,6,10/17/2010,104,2010,10
104 OCT 16 - OCT 22,Gillnet,Chinook,332,10/16/2011,104,2011,10
104 OCT 16 - OCT 22,Gillnet,Chum,174696,10/16/2011,104,2011,10
104 OCT 16 - OCT 22,Seine,Chum,877167,10/16/2011,104,2011,10
104 OCT 16 - OCT 22,Troll,Chum,119916,10/16/2011,104,2011,10
104 OCT 16 - OCT 22,Gillnet,Coho,4,10/16/2011,104,2011,10
104 OCT 16 - OCT 22,Gillnet,Pink,12,10/16/2011,104,2011,10
104 OCT 16 - OCT 22,Seine,Pink,6,10/16/2011,104,2011,10
104 OCT 16 - OCT 22,Troll,Pink,10,10/16/2011,104,2011,10
104 OCT 21 - OCT 27,Gillnet,Chinook,37,10/21/2012,104,2012,10
104 OCT 21 - OCT 27,Gillnet,Chum,276581,10/21/2012,104,2012,10
104 OCT 21 - OCT 27,Seine,Chum,231892,10/21/2012,104,2012,10
104 OCT 21 - OCT 27,Troll,Chum,25510,10/21/2012,104,2012,10
105 OCT 27 - NOV 02,Gillnet,Chinook,41,10/27/1996,105,1996,10
105 OCT 27 - NOV 02,Gillnet,Chum,32803,10/27/1996,105,1996,10
105 OCT 27 - NOV 02,Seine,Chum,419264,10/27/1996,105,1996,10
105 OCT 27 - NOV 02,Gillnet,Coho,11,10/27/1996,105,1996,10
105 OCT 27 - NOV 02,Seine,Coho,7,10/27/1996,105,1996,10
105 OCT 27 - NOV 02,Troll,Coho,1050,10/27/1996,105,1996,10
105 OCT 27 - NOV 02,Gillnet,Steelhead,108,10/27/1996,105,1996,10
105 OCT 26 - NOV 11,Gillnet,Chinook,75,10/26/1997,105,1997,10
105 OCT 26 - NOV 11,Gillnet,Chum,101596,10/26/1997,105,1997,10
105 OCT 26 - NOV 11,Seine,Chum,467268,10/26/1997,105,1997,10
105 OCT 26 - NOV 11,Gillnet,Coho,17,10/26/1997,105,1997,10
105 OCT 26 - NOV 11,Troll,Sockeye,1171,10/26/1997,105,1997,10
105 OCT 25 - OCT 31,Gillnet,Chinook,76,10/25/1998,105,1998,10
105 OCT 25 - OCT 31,Troll,Chinook,1374,10/25/1998,105,1998,10
105 OCT 25 - OCT 31,Gillnet,Chum,152522,10/25/1998,105,1998,10
105 OCT 25 - OCT 31,Seine,Chum,412478,10/25/1998,105,1998,10
105 OCT 25 - OCT 31,Troll,Chum,52589,10/25/1998,105,1998,10
105 OCT 24 - OCT 30,Gillnet,Chinook,103,10/24/1999,105,1999,10
105 OCT 24 - OCT 30,Troll,Chinook,20599,10/24/1999,105,1999,10
105 OCT 24 - OCT 30,Gillnet,Chum,26714,10/24/1999,105,1999,10
105 OCT 24 - OCT 30,Troll,Chum,411,10/24/1999,105,1999,10
105 OCT 24 - OCT 30,Gillnet,Coho,18,10/24/1999,105,1999,10
105 OCT 24 - OCT 30,Troll,Pink,6,10/24/1999,105,1999,10
105 OCT 22 - OCT 28,Gillnet,Chinook,148,10/22/2000,105,2000,10
105 OCT 22 - OCT 28,Troll,Chinook,2322,10/22/2000,105,2000,10
105 OCT 22 - OCT 28,Gillnet,Chum,50696,10/22/2000,105,2000,10
105 OCT 22 - OCT 28,Seine,Chum,1996,10/22/2000,105,2000,10
105 OCT 22 - OCT 28,Troll,Chum,529,10/22/2000,105,2000,10
105 OCT 22 - OCT 28,Gillnet,Coho,110,10/22/2000,105,2000,10
105 OCT 28 - NOV 03,Gillnet,Chinook,6,10/28/2001,105,2001,10
105 OCT 28 - NOV 03,Troll,Chinook,12916,10/28/2001,105,2001,10
105 OCT 28 - NOV 03,Gillnet,Chum,105620,10/28/2001,105,2001,10
105 OCT 28 - NOV 03,Seine,Chum,20417,10/28/2001,105,2001,10
105 OCT 28 - NOV 03,Troll,Chum,760,10/28/2001,105,2001,10
105 OCT 27 - NOV 02,Gillnet,Chinook,43,10/27/2002,105,2002,10
105 OCT 27 - NOV 02,Troll,Chinook,656,10/27/2002,105,2002,10
105 OCT 27 - NOV 02,Gillnet,Chum,260495,10/27/2002,105,2002,10
105 OCT 27 - NOV 02,Seine,Chum,350242,10/27/2002,105,2002,10
105 OCT 27 - NOV 02,Troll,Chum,10065,10/27/2002,105,2002,10
105 OCT 26 - NOV 01,Gillnet,Chinook,468,10/26/2003,105,2003,10
105 OCT 26 - NOV 01,Troll,Chinook,96,10/26/2003,105,2003,10
105 OCT 26 - NOV 01,Gillnet,Chum,321755,10/26/2003,105,2003,10
105 OCT 26 - NOV 01,Seine,Chum,65431,10/26/2003,105,2003,10
105 OCT 26 - NOV 01,Troll,Chum,377,10/26/2003,105,2003,10
105 OCT 26 - NOV 01,Gillnet,Coho,46,10/26/2003,105,2003,10
105 OCT 24 - OCT 30,Gillnet,Chinook,81,10/24/2004,105,2004,10
105 OCT 24 - OCT 30,Gillnet,Chum,213958,10/24/2004,105,2004,10
105 OCT 24 - OCT 30,Seine,Chum,21826,10/24/2004,105,2004,10
105 OCT 24 - OCT 30,Troll,Chum,844,10/24/2004,105,2004,10
105 OCT 23 - OCT 29,Gillnet,Chinook,480,10/23/2005,105,2005,10
105 OCT 23 - OCT 29,Gillnet,Chum,288267,10/23/2005,105,2005,10
105 OCT 23 - OCT 29,Seine,Chum,890192,10/23/2005,105,2005,10
105 OCT 23 - OCT 29,Troll,Chum,163,10/23/2005,105,2005,10
105 OCT 23 - OCT 29,Gillnet,Coho,54,10/23/2005,105,2005,10
105 OCT 29 - NOV 04,Gillnet,Chinook,44,10/29/2006,105,2006,10
105 OCT 29 - NOV 04,Gillnet,Chum,394483,10/29/2006,105,2006,10
105 OCT 29 - NOV 04,Troll,Chum,610,10/29/2006,105,2006,10
105 OCT 28 - NOV 03,Gillnet,Chinook,159,10/28/2007,105,2007,10
105 OCT 28 - NOV 03,Troll,Chinook,4467,10/28/2007,105,2007,10
105 OCT 28 - NOV 03,Gillnet,Chum,160963,10/28/2007,105,2007,10
105 OCT 28 - NOV 03,Troll,Chum,750,10/28/2007,105,2007,10
105 OCT 28 - NOV 03,Troll,Coho,34,10/28/2007,105,2007,10
105 OCT 26 - NOV 01,Gillnet,Chinook,31,10/26/2008,105,2008,10
105 OCT 26 - NOV 01,Gillnet,Chum,106718,10/26/2008,105,2008,10
105 OCT 26 - NOV 01,Troll,Chum,7862,10/26/2008,105,2008,10
105 OCT 25 - OCT 31,Gillnet,Chinook,136,10/25/2009,105,2009,10
105 OCT 25 - OCT 31,Gillnet,Chum,117936,10/25/2009,105,2009,10
105 OCT 25 - OCT 31,Seine,Chum,2777,10/25/2009,105,2009,10
105 OCT 25 - OCT 31,Troll,Chum,4876,10/25/2009,105,2009,10
105 OCT 24 - OCT 30,Gillnet,Chinook,64,10/24/2010,105,2010,10
105 OCT 24 - OCT 30,Gillnet,Chum,6274,10/24/2010,105,2010,10
105 OCT 23 - OCT 29,Gillnet,Chinook,111,10/23/2011,105,2011,10
105 OCT 23 - OCT 29,Gillnet,Chum,128038,10/23/2011,105,2011,10
105 OCT 23 - OCT 29,Seine,Chum,270679,10/23/2011,105,2011,10
105 OCT 23 - OCT 29,Troll,Chum,51258,10/23/2011,105,2011,10
105 OCT 28 - NOV 03,Gillnet,Chinook,14,10/28/2012,105,2012,10
105 OCT 28 - NOV 03,Gillnet,Chum,69086,10/28/2012,105,2012,10
105 OCT 28 - NOV 03,Troll,Chum,997,10/28/2012,105,2012,10
111 NOV 03 - NOV 09,Gillnet,Chinook,6,11/3/1996,111,1996,11
111 NOV 03 - NOV 09,Gillnet,Chum,4870,11/3/1996,111,1996,11
111 NOV 03 - NOV 09,Seine,Chum,113480,11/3/1996,111,1996,11
111 NOV 03 - NOV 09,Gillnet,Coho,12,11/3/1996,111,1996,11
111 NOV 03 - NOV 09,Gillnet,Steelhead,54,11/3/1996,111,1996,11
111 NOV 02 - NOV 08,Gillnet,Chinook,20,11/2/1997,111,1997,11
111 NOV 02 - NOV 08,Gillnet,Chum,83049,11/2/1997,111,1997,11
111 NOV 02 - NOV 08,Seine,Chum,151138,11/2/1997,111,1997,11
111 NOV 02 - NOV 08,Gillnet,Coho,8,11/2/1997,111,1997,11
111 NOV 02 - NOV 08,Gillnet,Steelhead,4,11/2/1997,111,1997,11
111 NOV 01 - NOV 07,Gillnet,Chinook,104,11/1/1998,111,1998,11
111 NOV 01 - NOV 07,Troll,Chinook,1509,11/1/1998,111,1998,11
111 NOV 01 - NOV 07,Gillnet,Chum,48419,11/1/1998,111,1998,11
111 NOV 01 - NOV 07,Seine,Chum,2402176,11/1/1998,111,1998,11
111 NOV 01 - NOV 07,Troll,Chum,20185,11/1/1998,111,1998,11
111 OCT 31 - NOV 06,Gillnet,Chinook,171,10/31/1999,111,1999,10
111 OCT 31 - NOV 06,Troll,Chinook,12116,10/31/1999,111,1999,10
111 OCT 31 - NOV 06,Gillnet,Chum,129279,10/31/1999,111,1999,10
111 OCT 31 - NOV 06,Troll,Chum,805,10/31/1999,111,1999,10
111 OCT 31 - NOV 06,Gillnet,Coho,6,10/31/1999,111,1999,10
111 OCT 29 - NOV 04,Gillnet,Chinook,125,10/29/2000,111,2000,10
111 OCT 29 - NOV 04,Gillnet,Chum,24160,10/29/2000,111,2000,10
111 OCT 29 - NOV 04,Troll,Chum,397,10/29/2000,111,2000,10
111 NOV 04 - NOV 10,Gillnet,Chinook,41,11/4/2001,111,2001,11
111 NOV 04 - NOV 10,Troll,Chinook,486,11/4/2001,111,2001,11
111 NOV 04 - NOV 10,Gillnet,Chum,159828,11/4/2001,111,2001,11
111 NOV 04 - NOV 10,Seine,Chum,673,11/4/2001,111,2001,11
111 NOV 04 - NOV 10,Troll,Chum,1229,11/4/2001,111,2001,11
111 NOV 03 - NOV 09,Gillnet,Chinook,34,11/3/2002,111,2002,11
111 NOV 03 - NOV 09,Troll,Chinook,1100,11/3/2002,111,2002,11
111 NOV 03 - NOV 09,Gillnet,Chum,28118,11/3/2002,111,2002,11
111 NOV 03 - NOV 09,Seine,Chum,1753,11/3/2002,111,2002,11
111 NOV 03 - NOV 09,Troll,Chum,2206,11/3/2002,111,2002,11
111 NOV 02 - NOV 08,Gillnet,Chinook,58,11/2/2003,111,2003,11
111 NOV 02 - NOV 08,Troll,Chinook,12086,11/2/2003,111,2003,11
111 NOV 02 - NOV 08,Gillnet,Chum,93090,11/2/2003,111,2003,11
111 NOV 02 - NOV 08,Troll,Chum,10,11/2/2003,111,2003,11
111 NOV 02 - NOV 08,Troll,Coho,2,11/2/2003,111,2003,11
111 OCT 31 - NOV 06,Gillnet,Chinook,226,10/31/2004,111,2004,10
111 OCT 31 - NOV 06,Troll,Chinook,29636,10/31/2004,111,2004,10
111 OCT 31 - NOV 06,Gillnet,Chum,184502,10/31/2004,111,2004,10
111 OCT 31 - NOV 06,Seine,Chum,94326,10/31/2004,111,2004,10
111 OCT 31 - NOV 06,Troll,Chum,554,10/31/2004,111,2004,10
111 OCT 30 - NOV 05,Gillnet,Chinook,107,10/30/2005,111,2005,10
111 OCT 30 - NOV 05,Gillnet,Chum,132135,10/30/2005,111,2005,10
111 OCT 30 - NOV 05,Seine,Chum,786,10/30/2005,111,2005,10
111 OCT 30 - NOV 05,Troll,Chum,50,10/30/2005,111,2005,10
111 OCT 30 - NOV 05,Gillnet,Sockeye,125,10/30/2005,111,2005,10
111 NOV 05 - NOV 11,Gillnet,Chinook,66,11/5/2006,111,2006,11
111 NOV 05 - NOV 11,Troll,Chinook,1829,11/5/2006,111,2006,11
111 NOV 05 - NOV 11,Gillnet,Chum,84370,11/5/2006,111,2006,11
111 NOV 05 - NOV 11,Troll,Chum,10,11/5/2006,111,2006,11
111 NOV 05 - NOV 11,Troll,Coho,4,11/5/2006,111,2006,11
111 NOV 05 - NOV 11,Gillnet,Sockeye,4,11/5/2006,111,2006,11
111 NOV 04 - NOV 10,Gillnet,Chinook,8,11/4/2007,111,2007,11
111 NOV 04 - NOV 10,Gillnet,Chum,6929,11/4/2007,111,2007,11
111 NOV 02 - NOV 08,Gillnet,Chinook,6,11/2/2008,111,2008,11
111 NOV 02 - NOV 08,Gillnet,Chum,6338,11/2/2008,111,2008,11
111 NOV 01 - NOV 07,Gillnet,Chum,27889,11/1/2009,111,2009,11
111 NOV 01 - NOV 07,Seine,Chum,1799,11/1/2009,111,2009,11
111 OCT 31 - NOV 06,Gillnet,Chinook,22,10/31/2010,111,2010,10
111 OCT 31 - NOV 06,Gillnet,Chum,1060,10/31/2010,111,2010,10
111 OCT 31 - NOV 06,Seine,Chum,5670,10/31/2010,111,2010,10
111 OCT 30 - NOV 05,Gillnet,Chinook,225,10/30/2011,111,2011,10
111 OCT 30 - NOV 05,Gillnet,Chum,147655,10/30/2011,111,2011,10
111 OCT 30 - NOV 05,Seine,Chum,101945,10/30/2011,111,2011,10
111 NOV 04 - NOV 10,Gillnet,Chum,147519,11/4/2012,111,2012,11
111 NOV 04 - NOV 10,Seine,Chum,247054,11/4/2012,111,2012,11
112 NOV 10 - NOV 16,Gillnet,Chum,3741,11/10/1996,112,1996,11
112 NOV 10 - NOV 16,Seine,Chum,4699,11/10/1996,112,1996,11
112 NOV 10 - NOV 16,Gillnet,Coho,10,11/10/1996,112,1996,11
112 NOV 10 - NOV 16,Gillnet,Steelhead,46,11/10/1996,112,1996,11
112 NOV 09 - NOV 15,Gillnet,Chinook,4,11/9/1997,112,1997,11
112 NOV 09 - NOV 15,Gillnet,Chum,10137,11/9/1997,112,1997,11
112 NOV 09 - NOV 15,Seine,Chum,2534,11/9/1997,112,1997,11
112 NOV 09 - NOV 15,Gillnet,Coho,7,11/9/1997,112,1997,11
112 NOV 08 - NOV 14,Gillnet,Chinook,19,11/8/1998,112,1998,11
112 NOV 08 - NOV 14,Troll,Chinook,3461,11/8/1998,112,1998,11
112 NOV 08 - NOV 14,Gillnet,Chum,44251,11/8/1998,112,1998,11
112 NOV 08 - NOV 14,Seine,Chum,1311286,11/8/1998,112,1998,11
112 NOV 08 - NOV 14,Troll,Chum,5193,11/8/1998,112,1998,11
112 NOV 07 - NOV 13,Gillnet,Chinook,9,11/7/1999,112,1999,11
112 NOV 07 - NOV 13,Troll,Chinook,2048,11/7/1999,112,1999,11
112 NOV 07 - NOV 13,Gillnet,Chum,2531,11/7/1999,112,1999,11
112 NOV 05 - NOV 11,Gillnet,Chinook,38,11/5/2000,112,2000,11
112 NOV 05 - NOV 11,Gillnet,Chum,1374,11/5/2000,112,2000,11
112 NOV 11 - NOV 17,Gillnet,Chum,90007,11/11/2001,112,2001,11
112 NOV 11 - NOV 17,Seine,Chum,6363,11/11/2001,112,2001,11
112 NOV 11 - NOV 17,Troll,Chum,111,11/11/2001,112,2001,11
112 NOV 10 - NOV 16,Gillnet,Chum,7605,11/10/2002,112,2002,11
112 NOV 10 - NOV 16,Seine,Chum,305199,11/10/2002,112,2002,11
112 NOV 09 - NOV 15,Gillnet,Chinook,14,11/9/2003,112,2003,11
112 NOV 09 - NOV 15,Gillnet,Chum,7188,11/9/2003,112,2003,11
112 NOV 07 - NOV 13,Gillnet,Chinook,20,11/7/2004,112,2004,11
112 NOV 07 - NOV 13,Troll,Chinook,198,11/7/2004,112,2004,11
112 NOV 07 - NOV 13,Gillnet,Chum,32142,11/7/2004,112,2004,11
112 NOV 07 - NOV 13,Seine,Chum,50626,11/7/2004,112,2004,11
112 NOV 06 - NOV 12,Gillnet,Chinook,8,11/6/2005,112,2005,11
112 NOV 06 - NOV 12,Troll,Chinook,8153,11/6/2005,112,2005,11
112 NOV 06 - NOV 12,Gillnet,Chum,3836,11/6/2005,112,2005,11
112 NOV 06 - NOV 12,Seine,Chum,35330,11/6/2005,112,2005,11
112 NOV 06 - NOV 12,Troll,Chum,12,11/6/2005,112,2005,11
112 NOV 06 - NOV 12,Troll,Coho,10,11/6/2005,112,2005,11
112 NOV 12 - NOV 18,Gillnet,Chinook,7,11/12/2006,112,2006,11
112 NOV 12 - NOV 18,Troll,Chinook,1224,11/12/2006,112,2006,11
112 NOV 12 - NOV 18,Gillnet,Chum,4651,11/12/2006,112,2006,11
112 NOV 12 - NOV 18,Seine,Chum,8979,11/12/2006,112,2006,11
112 NOV 12 - NOV 18,Troll,Chum,3,11/12/2006,112,2006,11
112 NOV 11 - NOV 17,Gillnet,Chum,1283,11/11/2007,112,2007,11
112 NOV 09 - NOV 15,Troll,Chinook,356,11/9/2008,112,2008,11
112 NOV 09 - NOV 15,Gillnet,Chum,1352,11/9/2008,112,2008,11
112 NOV 08 - NOV 14,Gillnet,Chum,12076,11/8/2009,112,2009,11
112 NOV 07 - NOV 13,Gillnet,Chinook,13,11/7/2010,112,2010,11
112 NOV 07 - NOV 13,Gillnet,Chum,128,11/7/2010,112,2010,11
112 NOV 06 - NOV 12,Gillnet,Chinook,152,11/6/2011,112,2011,11
112 NOV 06 - NOV 12,Gillnet,Chum,165596,11/6/2011,112,2011,11
112 NOV 06 - NOV 12,Seine,Chum,749457,11/6/2011,112,2011,11
112 NOV 06 - NOV 12,Gillnet,Pink,476,11/6/2011,112,2011,11
112 NOV 11 - NOV 17,Gillnet,Chum,2876,11/11/2012,112,2012,11
112 NOV 11 - NOV 17,Seine,Chum,26990,11/11/2012,112,2012,11
113 NOV 17 - NOV 23,Gillnet,Chum,1846,11/17/1996,113,1996,11
113 NOV 17 - NOV 23,Gillnet,Steelhead,10,11/17/1996,113,1996,11
113 NOV 16 - NOV 22,Gillnet,Chum,1240,11/16/1997,113,1997,11
113 NOV 15 - NOV 21,Gillnet,Chinook,8,11/15/1998,113,1998,11
113 NOV 15 - NOV 21,Troll,Chinook,1542,11/15/1998,113,1998,11
113 NOV 15 - NOV 21,Gillnet,Chum,2290,11/15/1998,113,1998,11
113 NOV 15 - NOV 21,Seine,Chum,58341,11/15/1998,113,1998,11
113 NOV 15 - NOV 21,Troll,Chum,6061,11/15/1998,113,1998,11
113 NOV 14 - NOV 20,Gillnet,Chum,1403,11/14/1999,113,1999,11
113 NOV 12 - NOV 18,Gillnet,Chinook,19,11/12/2000,113,2000,11
113 NOV 12 - NOV 18,Gillnet,Chum,160,11/12/2000,113,2000,11
113 NOV 18 - NOV 24,Troll,Chinook,45,11/18/2001,113,2001,11
113 NOV 18 - NOV 24,Gillnet,Chum,13530,11/18/2001,113,2001,11
113 NOV 18 - NOV 24,Seine,Chum,15136,11/18/2001,113,2001,11
113 NOV 17 - NOV 23,Troll,Chinook,406,11/17/2002,113,2002,11
113 NOV 17 - NOV 23,Gillnet,Chum,19143,11/17/2002,113,2002,11
113 NOV 17 - NOV 23,Seine,Chum,713611,11/17/2002,113,2002,11
113 NOV 17 - NOV 23,Troll,Sockeye,1117,11/17/2002,113,2002,11
113 NOV 16 - NOV 22,Gillnet,Chinook,12,11/16/2003,113,2003,11
