SPECIES_GROUP,SPECIES,GEAR,MONTH,VALUE,YEAR
TURBOT,TURBOT,TRAWL,May-10,15791,2010
DOGFISH,DOGFISH,HOOK AND LINE,Jun-10,169698,2010
DOGFISH,DOGFISH,TRAWL,Jun-10,40721,2010
FLOUNDER,FLOUNDER,HOOK AND LINE,Jun-10,3,2010
FLOUNDER,FLOUNDER,TRAWL,Jun-10,230,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Jun-10,476,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Jun-10,61,2010
HAKE,HAKE,TRAWL,Jun-10,2779559,2010
HALIBUT,HALIBUT,HOOK AND LINE,Jun-10,352221,2010
HALIBUT,HALIBUT,TRAWL,Jun-10,341,2010
LINGCOD,LINGCOD,HOOK AND LINE,Jun-10,96905,2010
LINGCOD,LINGCOD,TRAWL,Jun-10,64311,2010
LINGCOD,LINGCOD,SALMON TROLL,Jun-10,42,2010
OTHER FISH,OTHER FISH,TRAWL,Jun-10,2108,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Jun-10,768,2010
PACIFIC COD,PACIFIC COD,TRAWL,Jun-10,352475,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Jun-10,98,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Jun-10,487512,2010
POLLOCK,POLLOCK,TRAWL,Jun-10,3297,2010
REDUCTION,REDUCTION,TRAWL,Jun-10,154,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Jun-10,124616,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Jun-10,271,2010
ROCKFISH,ROCKFISH,TRAWL,Jun-10,694161,2010
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Jun-10,205,2010
ROCKFISH,ROCKFISH,SALMON TROLL,Jun-10,181,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Jun-10,291388,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Jun-10,4767,2010
SABLEFISH,SABLEFISH,TRAWL,Jun-10,17715,2010
SALMON,CHINOOK,SALMON GILLNET,Jun-10,57894,2010
SALMON,CHUM,SALMON GILLNET,Jun-10,15675,2010
SALMON,COHO,SALMON GILLNET,Jun-10,64,2010
SALMON,PINK,SALMON GILLNET,Jun-10,477,2010
SALMON,SOCKEYE,SALMON GILLNET,Jun-10,164719,2010
SALMON,SOCKEYE,SALMON SEINE,Jun-10,46131,2010
SALMON,CHINOOK,SALMON TROLL,Jun-10,233426,2010
SALMON,CHUM,SALMON TROLL,Jun-10,18,2010
SALMON,PINK,SALMON TROLL,Jun-10,3912,2010
SKATE,SKATE,HOOK AND LINE,Jun-10,40679,2010
SKATE,SKATE,LONGLINE/TRAP,Jun-10,24,2010
SKATE,SKATE,TRAWL,Jun-10,55196,2010
SOLE,SOLE,HOOK AND LINE,Jun-10,90,2010
SOLE,SOLE,TRAWL,Jun-10,429813,2010
TUNA,TUNA,ALBACORE JIG TROLL,Jun-10,16339,2010
TURBOT,TURBOT,HOOK AND LINE,Jun-10,354,2010
TURBOT,TURBOT,TRAWL,Jun-10,60125,2010
DOGFISH,DOGFISH,HOOK AND LINE,Jul-10,359406,2010
DOGFISH,DOGFISH,LONGLINE/TRAP,Jul-10,22,2010
DOGFISH,DOGFISH,TRAWL,Jul-10,126584,2010
FLOUNDER,FLOUNDER,TRAWL,Jul-10,21,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Jul-10,774,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Jul-10,230,2010
GROUNDFISH,OTHER GROUNDFISH,LONGLINE/TRAP,Jul-10,166,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Jul-10,75,2010
HAKE,HAKE,HOOK AND LINE,Jul-10,3,2010
HAKE,HAKE,TRAWL,Jul-10,10041725,2010
HALIBUT,HALIBUT,HOOK AND LINE,Jul-10,531464,2010
HALIBUT,HALIBUT,LONGLINE/TRAP,Jul-10,17,2010
HALIBUT,HALIBUT,TRAWL,Jul-10,539,2010
HERRING,OTHER HERRING,TRAWL,Jul-10,1142,2010
LINGCOD,LINGCOD,HOOK AND LINE,Jul-10,88272,2010
LINGCOD,LINGCOD,HOOK AND LINE,Jul-10,53,2010
LINGCOD,LINGCOD,TRAWL,Jul-10,227879,2010
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Jul-10,1630,2010
LINGCOD,LINGCOD,SALMON TROLL,Jul-10,264,2010
OTHER FISH,OTHER FISH,OTHER SEINE,Jul-10,3042546,2010
OTHER FISH,OTHER FISH,TRAWL,Jul-10,3523,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Jul-10,2644,2010
PACIFIC COD,PACIFIC COD,TRAWL,Jul-10,294811,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Jul-10,813,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Jul-10,1035668,2010
POLLOCK,POLLOCK,TRAWL,Jul-10,8060,2010
REDUCTION,REDUCTION,TRAWL,Jul-10,2578,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Jul-10,122873,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Jul-10,626,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Jul-10,3541,2010
ROCKFISH,ROCKFISH,TRAWL,Jul-10,1179705,2010
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Jul-10,2182,2010
ROCKFISH,ROCKFISH,SALMON TROLL,Jul-10,436,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Jul-10,132909,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Jul-10,181031,2010
SABLEFISH,SABLEFISH,TRAWL,Jul-10,36096,2010
SALMON,CHINOOK,SALMON GILLNET,Jul-10,24413,2010
SALMON,CHUM,SALMON GILLNET,Jul-10,86471,2010
SALMON,COHO,SALMON GILLNET,Jul-10,7215,2010
SALMON,PINK,SALMON GILLNET,Jul-10,85107,2010
SALMON,SOCKEYE,SALMON GILLNET,Jul-10,583649,2010
SALMON,CHUM,SALMON SEINE,Jul-10,54,2010
SALMON,PINK,SALMON SEINE,Jul-10,89474,2010
SALMON,SOCKEYE,SALMON SEINE,Jul-10,279830,2010
SALMON,CHINOOK,SALMON TROLL,Jul-10,314382,2010
SALMON,CHUM,SALMON TROLL,Jul-10,54,2010
SALMON,COHO,SALMON TROLL,Jul-10,82455,2010
SALMON,PINK,SALMON TROLL,Jul-10,10558,2010
SALMON,SOCKEYE,SALMON TROLL,Jul-10,175,2010
SKATE,SKATE,HOOK AND LINE,Jul-10,57908,2010
SKATE,SKATE,LONGLINE/TRAP,Jul-10,792,2010
SKATE,SKATE,TRAWL,Jul-10,95196,2010
SOLE,SOLE,HOOK AND LINE,Jul-10,101,2010
SOLE,SOLE,TRAWL,Jul-10,669801,2010
TUNA,TUNA,ALBACORE JIG TROLL,Jul-10,58196,2010
TURBOT,TURBOT,HOOK AND LINE,Jul-10,2,2010
TURBOT,TURBOT,LONGLINE/TRAP,Jul-10,47,2010
TURBOT,TURBOT,TRAWL,Jul-10,128500,2010
DOGFISH,DOGFISH,HOOK AND LINE,Aug-10,138765,2010
DOGFISH,DOGFISH,TRAWL,Aug-10,98714,2010
FLOUNDER,FLOUNDER,TRAWL,Aug-10,207,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Aug-10,956,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Aug-10,15,2010
HAKE,HAKE,TRAWL,Aug-10,10530324,2010
HALIBUT,HALIBUT,HOOK AND LINE,Aug-10,337559,2010
HALIBUT,HALIBUT,LONGLINE/TRAP,Aug-10,1134,2010
HALIBUT,HALIBUT,TRAWL,Aug-10,219,2010
HERRING,OTHER HERRING,TRAWL,Aug-10,579,2010
LINGCOD,LINGCOD,HOOK AND LINE,Aug-10,73706,2010
LINGCOD,LINGCOD,TRAWL,Aug-10,109045,2010
LINGCOD,LINGCOD,SALMON FREEZER TROLL,Aug-10,1585,2010
MACKEREL,MACKEREL,TRAWL,Aug-10,14,2010
OTHER FISH,OTHER FISH,OTHER SEINE,Aug-10,2201445,2010
OTHER FISH,OTHER FISH,TRAWL,Aug-10,1233,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Aug-10,2014,2010
PACIFIC COD,PACIFIC COD,LONGLINE/TRAP,Aug-10,73,2010
PACIFIC COD,PACIFIC COD,TRAWL,Aug-10,186730,2010
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Aug-10,304,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Aug-10,62,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Aug-10,385198,2010
POLLOCK,POLLOCK,HOOK AND LINE,Aug-10,60,2010
POLLOCK,POLLOCK,TRAWL,Aug-10,139504,2010
REDUCTION,REDUCTION,TRAWL,Aug-10,3172,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Aug-10,86178,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Aug-10,1505,2010
ROCKFISH,ROCKFISH,TRAWL,Aug-10,870297,2010
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Aug-10,512,2010
ROCKFISH,ROCKFISH,SALMON TROLL,Aug-10,53,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Aug-10,74171,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Aug-10,8556,2010
SABLEFISH,SABLEFISH,TRAWL,Aug-10,19247,2010
SALMON,CHINOOK,SALMON GILLNET,Aug-10,37929,2010
SALMON,CHUM,SALMON GILLNET,Aug-10,22495,2010
SALMON,COHO,SALMON GILLNET,Aug-10,38107,2010
SALMON,PINK,SALMON GILLNET,Aug-10,144009,2010
SALMON,SOCKEYE,SALMON GILLNET,Aug-10,5641309,2010
SALMON,CHINOOK,SALMON SEINE,Aug-10,171,2010
SALMON,CHUM,SALMON SEINE,Aug-10,27895,2010
SALMON,COHO,SALMON SEINE,Aug-10,504,2010
SALMON,PINK,SALMON SEINE,Aug-10,870389,2010
SALMON,SOCKEYE,SALMON SEINE,Aug-10,8737455,2010
SALMON,CHINOOK,SALMON TROLL,Aug-10,226217,2010
SALMON,CHUM,SALMON TROLL,Aug-10,380,2010
SALMON,COHO,SALMON TROLL,Aug-10,341469,2010
SALMON,PINK,SALMON TROLL,Aug-10,34933,2010
SALMON,SOCKEYE,SALMON TROLL,Aug-10,534529,2010
SKATE,SKATE,HOOK AND LINE,Aug-10,23371,2010
SKATE,SKATE,LONGLINE/TRAP,Aug-10,2885,2010
SKATE,SKATE,TRAWL,Aug-10,82219,2010
SOLE,SOLE,HOOK AND LINE,Aug-10,64,2010
SOLE,SOLE,TRAWL,Aug-10,347969,2010
TUNA,TUNA,TRAWL,Aug-10,246,2010
TUNA,TUNA,ALBACORE JIG TROLL,Aug-10,53423,2010
TURBOT,TURBOT,HOOK AND LINE,Aug-10,8,2010
TURBOT,TURBOT,TRAWL,Aug-10,32017,2010
DOGFISH,DOGFISH,HOOK AND LINE,Sep-10,36226,2010
DOGFISH,DOGFISH,LONGLINE/TRAP,Sep-10,3556,2010
DOGFISH,DOGFISH,TRAWL,Sep-10,11013,2010
FLOUNDER,FLOUNDER,HOOK AND LINE,Sep-10,2,2010
FLOUNDER,FLOUNDER,TRAWL,Sep-10,10,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Sep-10,1383,2010
HAKE,HAKE,TRAWL,Sep-10,10748339,2010
HALIBUT,HALIBUT,HOOK AND LINE,Sep-10,387048,2010
HALIBUT,HALIBUT,LONGLINE/TRAP,Sep-10,9172,2010
HALIBUT,HALIBUT,TRAWL,Sep-10,145,2010
LINGCOD,LINGCOD,HOOK AND LINE,Sep-10,102332,2010
LINGCOD,LINGCOD,LONGLINE/TRAP,Sep-10,8033,2010
LINGCOD,LINGCOD,TRAWL,Sep-10,145572,2010
LINGCOD,LINGCOD,SALMON TROLL,Sep-10,37,2010
MACKEREL,MACKEREL,TRAWL,Sep-10,84,2010
OTHER FISH,OTHER FISH,LONGLINE/TRAP,Sep-10,27,2010
OTHER FISH,OTHER FISH,OTHER SEINE,Sep-10,2220419,2010
OTHER FISH,OTHER FISH,TRAWL,Sep-10,1243,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Sep-10,2501,2010
PACIFIC COD,PACIFIC COD,LONGLINE/TRAP,Sep-10,466,2010
PACIFIC COD,PACIFIC COD,TRAWL,Sep-10,261588,2010
PACIFIC COD,PACIFIC COD,SALMON FREEZER TROLL,Sep-10,74,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Sep-10,33,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE/TRAP,Sep-10,32,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Sep-10,551642,2010
POLLOCK,POLLOCK,HOOK AND LINE,Sep-10,4,2010
POLLOCK,POLLOCK,TRAWL,Sep-10,13301,2010
REDUCTION,REDUCTION,TRAWL,Sep-10,1022,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Sep-10,113359,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Sep-10,44682,2010
ROCKFISH,ROCKFISH,TRAWL,Sep-10,778617,2010
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Sep-10,105,2010
ROCKFISH,ROCKFISH,SALMON TROLL,Sep-10,10,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Sep-10,17229,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Sep-10,130982,2010
SABLEFISH,SABLEFISH,TRAWL,Sep-10,21899,2010
SALMON,CHINOOK,SALMON GILLNET,Sep-10,15414,2010
SALMON,CHUM,SALMON GILLNET,Sep-10,61680,2010
SALMON,COHO,SALMON GILLNET,Sep-10,32689,2010
SALMON,PINK,SALMON GILLNET,Sep-10,13065,2010
SALMON,SOCKEYE,SALMON GILLNET,Sep-10,860079,2010
SALMON,CHINOOK,SALMON SEINE,Sep-10,59,2010
SALMON,CHUM,SALMON SEINE,Sep-10,61656,2010
SALMON,COHO,SALMON SEINE,Sep-10,1102,2010
SALMON,PINK,SALMON SEINE,Sep-10,18606,2010
SALMON,SOCKEYE,SALMON SEINE,Sep-10,2825823,2010
SALMON,CHINOOK,SALMON TROLL,Sep-10,11491,2010
SALMON,CHUM,SALMON TROLL,Sep-10,1310,2010
SALMON,COHO,SALMON TROLL,Sep-10,88729,2010
SALMON,PINK,SALMON TROLL,Sep-10,1742,2010
SALMON,SOCKEYE,SALMON TROLL,Sep-10,322543,2010
SKATE,SKATE,HOOK AND LINE,Sep-10,15567,2010
SKATE,SKATE,LONGLINE/TRAP,Sep-10,8470,2010
SKATE,SKATE,TRAWL,Sep-10,33454,2010
SOLE,SOLE,HOOK AND LINE,Sep-10,65,2010
SOLE,SOLE,LONGLINE/TRAP,Sep-10,20,2010
SOLE,SOLE,TRAWL,Sep-10,268885,2010
TUNA,TUNA,ALBACORE JIG TROLL,Sep-10,856979,2010
TURBOT,TURBOT,HOOK AND LINE,Sep-10,114,2010
TURBOT,TURBOT,TRAWL,Sep-10,15981,2010
DOGFISH,DOGFISH,HOOK AND LINE,Oct-10,80718,2010
DOGFISH,DOGFISH,LONGLINE/TRAP,Oct-10,128,2010
DOGFISH,DOGFISH,TRAWL,Oct-10,26850,2010
FLOUNDER,FLOUNDER,TRAWL,Oct-10,219,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Oct-10,493,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Oct-10,54,2010
HAKE,HAKE,TRAWL,Oct-10,7648843,2010
HALIBUT,HALIBUT,HOOK AND LINE,Oct-10,338458,2010
HALIBUT,HALIBUT,LONGLINE/TRAP,Oct-10,4865,2010
HALIBUT,HALIBUT,TRAWL,Oct-10,186,2010
HERRING,OTHER HERRING,TRAWL,Oct-10,10,2010
LINGCOD,LINGCOD,HOOK AND LINE,Oct-10,68822,2010
LINGCOD,LINGCOD,LONGLINE/TRAP,Oct-10,2107,2010
LINGCOD,LINGCOD,TRAWL,Oct-10,56258,2010
MACKEREL,MACKEREL,TRAWL,Oct-10,702,2010
OTHER FISH,OTHER FISH,OTHER SEINE,Oct-10,3940494,2010
OTHER FISH,OTHER FISH,TRAWL,Oct-10,1783,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Oct-10,1569,2010
PACIFIC COD,PACIFIC COD,LONGLINE/TRAP,Oct-10,236,2010
PACIFIC COD,PACIFIC COD,TRAWL,Oct-10,139398,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Oct-10,7,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE/TRAP,Oct-10,9,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Oct-10,487793,2010
POLLOCK,POLLOCK,TRAWL,Oct-10,295488,2010
REDUCTION,REDUCTION,TRAWL,Oct-10,632,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Oct-10,72974,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Oct-10,34141,2010
ROCKFISH,ROCKFISH,TRAWL,Oct-10,695222,2010
ROCKFISH,ROCKFISH,SALMON FREEZER TROLL,Oct-10,1,2010
ROCKFISH,ROCKFISH,SALMON TROLL,Oct-10,37,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Oct-10,26292,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Oct-10,150425,2010
SABLEFISH,SABLEFISH,TRAWL,Oct-10,9423,2010
SALMON,CHINOOK,SALMON GILLNET,Oct-10,2789,2010
SALMON,CHUM,SALMON GILLNET,Oct-10,113743,2010
SALMON,COHO,SALMON GILLNET,Oct-10,2878,2010
SALMON,SOCKEYE,SALMON GILLNET,Oct-10,1050,2010
SALMON,CHUM,SALMON SEINE,Oct-10,149669,2010
SALMON,CHINOOK,SALMON TROLL,Oct-10,239,2010
SALMON,CHUM,SALMON TROLL,Oct-10,294,2010
SALMON,COHO,SALMON TROLL,Oct-10,2565,2010
SALMON,PINK,SALMON TROLL,Oct-10,443,2010
SKATE,SKATE,HOOK AND LINE,Oct-10,11763,2010
SKATE,SKATE,LONGLINE/TRAP,Oct-10,13427,2010
SKATE,SKATE,TRAWL,Oct-10,32684,2010
SOLE,SOLE,HOOK AND LINE,Oct-10,20,2010
SOLE,SOLE,LONGLINE/TRAP,Oct-10,6,2010
SOLE,SOLE,TRAWL,Oct-10,262991,2010
TUNA,TUNA,TRAWL,Oct-10,6,2010
TUNA,TUNA,ALBACORE JIG TROLL,Oct-10,358524,2010
TURBOT,TURBOT,TRAWL,Oct-10,26289,2010
DOGFISH,DOGFISH,HOOK AND LINE,Nov-10,84829,2010
DOGFISH,DOGFISH,TRAWL,Nov-10,2137,2010
FLOUNDER,FLOUNDER,TRAWL,Nov-10,360,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Nov-10,178,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Nov-10,24,2010
HAKE,HAKE,TRAWL,Nov-10,2431002,2010
HALIBUT,HALIBUT,HOOK AND LINE,Nov-10,167481,2010
HALIBUT,HALIBUT,LONGLINE/TRAP,Nov-10,4339,2010
HALIBUT,HALIBUT,TRAWL,Nov-10,15,2010
LINGCOD,LINGCOD,HOOK AND LINE,Nov-10,33878,2010
LINGCOD,LINGCOD,LONGLINE/TRAP,Nov-10,49,2010
LINGCOD,LINGCOD,TRAWL,Nov-10,16247,2010
OTHER FISH,OTHER FISH,OTHER SEINE,Nov-10,2898094,2010
OTHER FISH,OTHER FISH,TRAWL,Nov-10,2085,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Nov-10,927,2010
PACIFIC COD,PACIFIC COD,TRAWL,Nov-10,33370,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Nov-10,5,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,LONGLINE/TRAP,Nov-10,3,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Nov-10,260267,2010
POLLOCK,POLLOCK,TRAWL,Nov-10,687532,2010
REDUCTION,REDUCTION,TRAWL,Nov-10,495,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Nov-10,49399,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Nov-10,6888,2010
ROCKFISH,ROCKFISH,TRAWL,Nov-10,571388,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Nov-10,9181,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Nov-10,58504,2010
SABLEFISH,SABLEFISH,TRAWL,Nov-10,8045,2010
SALMON,CHINOOK,SALMON GILLNET,Nov-10,13,2010
SALMON,CHUM,SALMON GILLNET,Nov-10,245,2010
SKATE,SKATE,HOOK AND LINE,Nov-10,11273,2010
SKATE,SKATE,LONGLINE/TRAP,Nov-10,2817,2010
SKATE,SKATE,TRAWL,Nov-10,44565,2010
SOLE,SOLE,HOOK AND LINE,Nov-10,51,2010
SOLE,SOLE,TRAWL,Nov-10,68813,2010
TUNA,TUNA,ALBACORE JIG TROLL,Nov-10,13273,2010
TURBOT,TURBOT,TRAWL,Nov-10,7447,2010
DOGFISH,DOGFISH,HOOK AND LINE,Dec-10,38413,2010
DOGFISH,DOGFISH,LONGLINE/TRAP,Dec-10,5099,2010
DOGFISH,DOGFISH,TRAWL,Dec-10,591,2010
FLOUNDER,FLOUNDER,TRAWL,Dec-10,3357,2010
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Dec-10,541,2010
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Dec-10,91,2010
HAKE,HAKE,TRAWL,Dec-10,563077,2010
HALIBUT,HALIBUT,HOOK AND LINE,Dec-10,1257,2010
HALIBUT,HALIBUT,TRAWL,Dec-10,10,2010
LINGCOD,LINGCOD,HOOK AND LINE,Dec-10,674,2010
LINGCOD,LINGCOD,TRAWL,Dec-10,55755,2010
OTHER FISH,OTHER FISH,OTHER SEINE,Dec-10,217610,2010
OTHER FISH,OTHER FISH,TRAWL,Dec-10,3189,2010
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Dec-10,595,2010
PACIFIC COD,PACIFIC COD,LONGLINE/TRAP,Dec-10,32,2010
PACIFIC COD,PACIFIC COD,TRAWL,Dec-10,55958,2010
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Dec-10,365427,2010
POLLOCK,POLLOCK,TRAWL,Dec-10,889973,2010
REDUCTION,REDUCTION,TRAWL,Dec-10,68,2010
ROCKFISH,ROCKFISH,HOOK AND LINE,Dec-10,34253,2010
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Dec-10,13964,2010
ROCKFISH,ROCKFISH,TRAWL,Dec-10,870420,2010
SABLEFISH,SABLEFISH,HOOK AND LINE,Dec-10,3713,2010
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Dec-10,254456,2010
SABLEFISH,SABLEFISH,TRAWL,Dec-10,9443,2010
SKATE,SKATE,HOOK AND LINE,Dec-10,4057,2010
SKATE,SKATE,LONGLINE/TRAP,Dec-10,2472,2010
SKATE,SKATE,TRAWL,Dec-10,35217,2010
SOLE,SOLE,HOOK AND LINE,Dec-10,102,2010
SOLE,SOLE,TRAWL,Dec-10,124926,2010
TUNA,TUNA,ALBACORE JIG TROLL,Dec-10,4209,2010
TURBOT,TURBOT,TRAWL,Dec-10,4375,2010
DOGFISH,DOGFISH,TRAWL,Jan-11,2679,2011
FLOUNDER,FLOUNDER,TRAWL,Jan-11,1085,2011
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Jan-11,562,2011
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Jan-11,12,2011
HAKE,HAKE,TRAWL,Jan-11,4127,2011
HALIBUT,HALIBUT,HOOK AND LINE,Jan-11,3397,2011
HALIBUT,HALIBUT,TRAWL,Jan-11,150,2011
HERRING,OTHER HERRING,TRAWL,Jan-11,5,2011
LINGCOD,LINGCOD,HOOK AND LINE,Jan-11,231,2011
LINGCOD,LINGCOD,TRAWL,Jan-11,15536,2011
OTHER FISH,OTHER FISH,TRAWL,Jan-11,4149,2011
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Jan-11,454,2011
PACIFIC COD,PACIFIC COD,TRAWL,Jan-11,117378,2011
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Jan-11,2,2011
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Jan-11,263604,2011
POLLOCK,POLLOCK,TRAWL,Jan-11,591525,2011
REDUCTION,REDUCTION,TRAWL,Jan-11,230,2011
ROCKFISH,ROCKFISH,HOOK AND LINE,Jan-11,39794,2011
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Jan-11,1080,2011
ROCKFISH,ROCKFISH,TRAWL,Jan-11,986168,2011
SABLEFISH,SABLEFISH,HOOK AND LINE,Jan-11,2688,2011
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Jan-11,65612,2011
SABLEFISH,SABLEFISH,TRAWL,Jan-11,9670,2011
SKATE,SKATE,HOOK AND LINE,Jan-11,1430,2011
SKATE,SKATE,TRAWL,Jan-11,155786,2011
SOLE,SOLE,HOOK AND LINE,Jan-11,90,2011
SOLE,SOLE,TRAWL,Jan-11,505715,2011
TURBOT,TURBOT,TRAWL,Jan-11,46417,2011
DOGFISH,DOGFISH,HOOK AND LINE,Feb-11,37994,2011
DOGFISH,DOGFISH,TRAWL,Feb-11,1766,2011
FLOUNDER,FLOUNDER,TRAWL,Feb-11,122,2011
GROUNDFISH,OTHER GROUNDFISH,HOOK AND LINE,Feb-11,455,2011
GROUNDFISH,OTHER GROUNDFISH,TRAWL,Feb-11,28,2011
HAKE,HAKE,TRAWL,Feb-11,5557,2011
HALIBUT,HALIBUT,HOOK AND LINE,Feb-11,1142,2011
HALIBUT,HALIBUT,LONGLINE/TRAP,Feb-11,1310,2011
HALIBUT,HALIBUT,TRAWL,Feb-11,446,2011
HERRING,OTHER HERRING,HERRING PURSE SEINE,Feb-11,29024,2011
LINGCOD,LINGCOD,HOOK AND LINE,Feb-11,59,2011
LINGCOD,LINGCOD,TRAWL,Feb-11,33294,2011
OTHER FISH,OTHER FISH,LONGLINE/TRAP,Feb-11,13,2011
OTHER FISH,OTHER FISH,TRAWL,Feb-11,8534,2011
PACIFIC COD,PACIFIC COD,HOOK AND LINE,Feb-11,566,2011
PACIFIC COD,PACIFIC COD,TRAWL,Feb-11,108989,2011
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,HOOK AND LINE,Feb-11,2,2011
PACIFIC OCEAN PERCH,PACIFIC OCEAN PERCH,TRAWL,Feb-11,329195,2011
POLLOCK,POLLOCK,TRAWL,Feb-11,816748,2011
REDUCTION,REDUCTION,TRAWL,Feb-11,78,2011
ROCKFISH,ROCKFISH,HOOK AND LINE,Feb-11,42550,2011
ROCKFISH,ROCKFISH,LONGLINE/TRAP,Feb-11,14268,2011
ROCKFISH,ROCKFISH,TRAWL,Feb-11,1076096,2011
ROCKFISH,ROCKFISH,SALMON TROLL,Feb-11,177,2011
SABLEFISH,SABLEFISH,HOOK AND LINE,Feb-11,1587,2011
SABLEFISH,SABLEFISH,LONGLINE/TRAP,Feb-11,384561,2011
SABLEFISH,SABLEFISH,TRAWL,Feb-11,12135,2011
SALMON,CHINOOK,SALMON TROLL,Feb-11,8311,2011
SALMON,CHUM,SALMON TROLL,Feb-11,5,2011
