WEEK,GEAR,SPECIES,VALUE,WEEKSTART,DFOWEEKNUM,YEAR,MONTH,
101 SEP 28 - OCT 04,Gillnet,Sockeye,25,9/28/2003,101,2003,9,
101 SEP 26 - OCT 02,Gillnet,Sockeye,20,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Gillnet,Sockeye,1022,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Gillnet,Sockeye,37,10/1/2006,101,2006,10,
101 SEP 26 - OCT 02,Gillnet,Sockeye,2405,9/26/2010,101,2010,9,
101 SEP 25 - OCT 01,Gillnet,Sockeye,2234,9/25/2011,101,2011,9,
101 SEP 28 - OCT 04,Seine,Sockeye,11,9/28/1997,101,1997,9,
101 OCT 01 - OCT 07,Seine,Sockeye,88,10/1/2006,101,2006,10,
101 SEP 29 - OCT 05,Troll,Sockeye,55,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Troll,Sockeye,77948,9/28/1997,101,1997,9,
101 SEP 26 - OCT 02,Troll,Sockeye,91,9/26/2004,101,2004,9,
101 SEP 25 - OCT 01,Troll,Sockeye,251,9/25/2005,101,2005,9,
101 OCT 01 - OCT 07,Troll,Sockeye,815,10/1/2006,101,2006,10,
101 SEP 29 - OCT 05,Gillnet,Steelhead,408,9/29/1996,101,1996,9,
101 SEP 28 - OCT 04,Gillnet,Steelhead,36,9/28/1997,101,1997,9,
101 SEP 24 - SEP 30,Gillnet,Steelhead,39,9/24/2000,101,2000,9,
102 OCT 06 - OCT 12,Gillnet,Chinook,584,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Gillnet,Chinook,1682,10/5/1997,102,1997,10,
102 OCT 04 - OCT 10,Gillnet,Chinook,525,10/4/1998,102,1998,10,
102 OCT 03 - OCT 09,Gillnet,Chinook,2142,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Gillnet,Chinook,1714,10/1/2000,102,2000,10,
102 OCT 07 - OCT 13,Gillnet,Chinook,243,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Gillnet,Chinook,1426,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Gillnet,Chinook,815,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Gillnet,Chinook,1219,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Gillnet,Chinook,5659,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Gillnet,Chinook,545,10/8/2006,102,2006,10,
102 OCT 07 - OCT 13,Gillnet,Chinook,4025,10/7/2007,102,2007,10,
102 OCT 05 - OCT 11,Gillnet,Chinook,178,10/5/2008,102,2008,10,
102 OCT 04 - OCT 10,Gillnet,Chinook,1481,10/4/2009,102,2009,10,
102 OCT 03 - OCT 09,Gillnet,Chinook,7775,10/3/2010,102,2010,10,
102 OCT 02 - OCT 08,Gillnet,Chinook,12475,10/2/2011,102,2011,10,
102 OCT 07 - OCT 13,Gillnet,Chinook,839,10/7/2012,102,2012,10,
102 OCT 05 - OCT 11,Troll,Chinook,42559,10/5/1997,102,1997,10,
102 OCT 04 - OCT 10,Troll,Chinook,174677,10/4/1998,102,1998,10,
102 OCT 03 - OCT 09,Troll,Chinook,123364,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Troll,Chinook,79907,10/1/2000,102,2000,10,
102 OCT 07 - OCT 13,Troll,Chinook,18324,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Troll,Chinook,207127,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Troll,Chinook,9170,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Troll,Chinook,275148,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Troll,Chinook,148952,10/2/2005,102,2005,10,
102 OCT 03 - OCT 09,Troll,Chinook,1909,10/3/2010,102,2010,10,
102 OCT 07 - OCT 13,Troll,Chinook,53102,10/7/2012,102,2012,10,
102 OCT 06 - OCT 12,Gillnet,Chum,99040,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Gillnet,Chum,311327,10/5/1997,102,1997,10,
102 OCT 04 - OCT 10,Gillnet,Chum,431864,10/4/1998,102,1998,10,
102 OCT 03 - OCT 09,Gillnet,Chum,287674,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Gillnet,Chum,107029,10/1/2000,102,2000,10,
102 OCT 07 - OCT 13,Gillnet,Chum,142009,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Gillnet,Chum,299396,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Gillnet,Chum,354511,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Gillnet,Chum,358592,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Gillnet,Chum,697666,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Gillnet,Chum,523000,10/8/2006,102,2006,10,
102 OCT 07 - OCT 13,Gillnet,Chum,708405,10/7/2007,102,2007,10,
102 OCT 05 - OCT 11,Gillnet,Chum,224877,10/5/2008,102,2008,10,
102 OCT 04 - OCT 10,Gillnet,Chum,328637,10/4/2009,102,2009,10,
102 OCT 03 - OCT 09,Gillnet,Chum,122932,10/3/2010,102,2010,10,
102 OCT 02 - OCT 08,Gillnet,Chum,63127,10/2/2011,102,2011,10,
102 OCT 07 - OCT 13,Gillnet,Chum,252779,10/7/2012,102,2012,10,
102 OCT 06 - OCT 12,Seine,Chum,22146,10/6/1996,102,1996,10,
102 OCT 04 - OCT 10,Seine,Chum,62248,10/4/1998,102,1998,10,
102 OCT 03 - OCT 09,Seine,Chum,62155,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Seine,Chum,895766,10/1/2000,102,2000,10,
102 OCT 07 - OCT 13,Seine,Chum,147025,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Seine,Chum,36283,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Seine,Chum,864712,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Seine,Chum,1463552,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Seine,Chum,929620,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Seine,Chum,527,10/8/2006,102,2006,10,
102 OCT 05 - OCT 11,Seine,Chum,133142,10/5/2008,102,2008,10,
102 OCT 04 - OCT 10,Seine,Chum,1214474,10/4/2009,102,2009,10,
102 OCT 03 - OCT 09,Seine,Chum,253968,10/3/2010,102,2010,10,
102 OCT 02 - OCT 08,Seine,Chum,1181011,10/2/2011,102,2011,10,
102 OCT 06 - OCT 12,Troll,Chum,7822,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Troll,Chum,142,10/5/1997,102,1997,10,
102 OCT 04 - OCT 10,Troll,Chum,142227,10/4/1998,102,1998,10,
102 OCT 03 - OCT 09,Troll,Chum,4145,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Troll,Chum,786,10/1/2000,102,2000,10,
102 OCT 07 - OCT 13,Troll,Chum,37572,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Troll,Chum,50457,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Troll,Chum,153223,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Troll,Chum,409620,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Troll,Chum,211003,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Troll,Chum,119919,10/8/2006,102,2006,10,
102 OCT 07 - OCT 13,Troll,Chum,132984,10/7/2007,102,2007,10,
102 OCT 05 - OCT 11,Troll,Chum,61966,10/5/2008,102,2008,10,
102 OCT 04 - OCT 10,Troll,Chum,131621,10/4/2009,102,2009,10,
102 OCT 02 - OCT 08,Troll,Chum,68286,10/2/2011,102,2011,10,
102 OCT 07 - OCT 13,Troll,Chum,24255,10/7/2012,102,2012,10,
102 OCT 06 - OCT 12,Gillnet,Coho,918,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Gillnet,Coho,109,10/5/1997,102,1997,10,
102 OCT 03 - OCT 09,Gillnet,Coho,977,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Gillnet,Coho,2628,10/1/2000,102,2000,10,
102 OCT 07 - OCT 13,Gillnet,Coho,363,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Gillnet,Coho,57,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Gillnet,Coho,2131,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Gillnet,Coho,15559,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Gillnet,Coho,2197,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Gillnet,Coho,899,10/8/2006,102,2006,10,
102 OCT 07 - OCT 13,Gillnet,Coho,1014,10/7/2007,102,2007,10,
102 OCT 05 - OCT 11,Gillnet,Coho,3280,10/5/2008,102,2008,10,
102 OCT 04 - OCT 10,Gillnet,Coho,5187,10/4/2009,102,2009,10,
102 OCT 03 - OCT 09,Gillnet,Coho,7036,10/3/2010,102,2010,10,
102 OCT 02 - OCT 08,Gillnet,Coho,5705,10/2/2011,102,2011,10,
102 OCT 07 - OCT 13,Gillnet,Coho,643,10/7/2012,102,2012,10,
102 OCT 03 - OCT 09,Seine,Coho,485,10/3/1999,102,1999,10,
102 OCT 07 - OCT 13,Seine,Coho,37,10/7/2001,102,2001,10,
102 OCT 05 - OCT 11,Seine,Coho,5,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Seine,Coho,3689,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Seine,Coho,36,10/2/2011,102,2011,10,
102 OCT 06 - OCT 12,Troll,Coho,117494,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Troll,Coho,476,10/5/1997,102,1997,10,
102 OCT 06 - OCT 12,Troll,Coho,911,10/6/2002,102,2002,10,
102 OCT 02 - OCT 08,Troll,Coho,4139,10/2/2005,102,2005,10,
102 OCT 05 - OCT 11,Troll,Coho,1044,10/5/2008,102,2008,10,
102 OCT 03 - OCT 09,Troll,Coho,34008,10/3/2010,102,2010,10,
102 OCT 07 - OCT 13,Troll,Coho,740,10/7/2012,102,2012,10,
102 OCT 05 - OCT 11,Gillnet,Pink,4,10/5/1997,102,1997,10,
102 OCT 03 - OCT 09,Gillnet,Pink,66,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Gillnet,Pink,1,10/1/2000,102,2000,10,
102 OCT 07 - OCT 13,Gillnet,Pink,37,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Gillnet,Pink,1,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Gillnet,Pink,45,10/5/2003,102,2003,10,
102 OCT 02 - OCT 08,Gillnet,Pink,224,10/2/2005,102,2005,10,
102 OCT 04 - OCT 10,Gillnet,Pink,2,10/4/2009,102,2009,10,
102 OCT 02 - OCT 08,Gillnet,Pink,121,10/2/2011,102,2011,10,
102 OCT 01 - OCT 07,Seine,Pink,106,10/1/2000,102,2000,10,
102 OCT 05 - OCT 11,Seine,Pink,85,10/5/2003,102,2003,10,
102 OCT 03 - OCT 09,Seine,Pink,2,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Seine,Pink,234,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Seine,Pink,83,10/8/2006,102,2006,10,
102 OCT 02 - OCT 08,Seine,Pink,1030,10/2/2011,102,2011,10,
102 OCT 06 - OCT 12,Troll,Pink,341,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Troll,Pink,2914,10/5/1997,102,1997,10,
102 OCT 04 - OCT 10,Troll,Pink,3,10/4/1998,102,1998,10,
102 OCT 03 - OCT 09,Troll,Pink,62,10/3/1999,102,1999,10,
102 OCT 07 - OCT 13,Troll,Pink,15,10/7/2001,102,2001,10,
102 OCT 06 - OCT 12,Troll,Pink,2,10/6/2002,102,2002,10,
102 OCT 05 - OCT 11,Troll,Pink,15,10/5/2003,102,2003,10,
102 OCT 02 - OCT 08,Troll,Pink,166,10/2/2005,102,2005,10,
102 OCT 05 - OCT 11,Troll,Pink,61,10/5/2008,102,2008,10,
102 OCT 03 - OCT 09,Troll,Pink,2428,10/3/2010,102,2010,10,
102 OCT 02 - OCT 08,Troll,Pink,21,10/2/2011,102,2011,10,
102 OCT 06 - OCT 12,Gillnet,Sockeye,9,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Gillnet,Sockeye,34,10/5/1997,102,1997,10,
102 OCT 03 - OCT 09,Gillnet,Sockeye,60,10/3/1999,102,1999,10,
102 OCT 01 - OCT 07,Gillnet,Sockeye,17,10/1/2000,102,2000,10,
102 OCT 03 - OCT 09,Gillnet,Sockeye,13,10/3/2004,102,2004,10,
102 OCT 02 - OCT 08,Gillnet,Sockeye,59,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Gillnet,Sockeye,55,10/8/2006,102,2006,10,
102 OCT 03 - OCT 09,Gillnet,Sockeye,2901,10/3/2010,102,2010,10,
102 OCT 02 - OCT 08,Gillnet,Sockeye,11,10/2/2011,102,2011,10,
102 OCT 02 - OCT 08,Seine,Sockeye,2466,10/2/2005,102,2005,10,
102 OCT 08 - OCT 14,Seine,Sockeye,28775,10/8/2006,102,2006,10,
102 OCT 06 - OCT 12,Troll,Sockeye,89,10/6/1996,102,1996,10,
102 OCT 05 - OCT 11,Troll,Sockeye,4090,10/5/1997,102,1997,10,
102 OCT 06 - OCT 12,Troll,Sockeye,206,10/6/2002,102,2002,10,
102 OCT 02 - OCT 08,Troll,Sockeye,4343,10/2/2005,102,2005,10,
102 OCT 06 - OCT 12,Gillnet,Steelhead,111,10/6/1996,102,1996,10,
102 OCT 03 - OCT 09,Seine,Steelhead,6,10/3/2004,102,2004,10,
103 OCT 13 - OCT 19,Gillnet,Chinook,242,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Gillnet,Chinook,1128,10/12/1997,103,1997,10,
103 OCT 11 - OCT 17,Gillnet,Chinook,758,10/11/1998,103,1998,10,
103 OCT 10 - OCT 16,Gillnet,Chinook,937,10/10/1999,103,1999,10,
103 OCT 08 - OCT 14,Gillnet,Chinook,779,10/8/2000,103,2000,10,
103 OCT 14 - OCT 20,Gillnet,Chinook,356,10/14/2001,103,2001,10,
103 OCT 13 - OCT 19,Gillnet,Chinook,525,10/13/2002,103,2002,10,
103 OCT 12 - OCT 18,Gillnet,Chinook,133,10/12/2003,103,2003,10,
103 OCT 10 - OCT 16,Gillnet,Chinook,1462,10/10/2004,103,2004,10,
103 OCT 09 - OCT 15,Gillnet,Chinook,1482,10/9/2005,103,2005,10,
103 OCT 15 - OCT 21,Gillnet,Chinook,244,10/15/2006,103,2006,10,
103 OCT 14 - OCT 20,Gillnet,Chinook,917,10/14/2007,103,2007,10,
103 OCT 12 - OCT 18,Gillnet,Chinook,219,10/12/2008,103,2008,10,
103 OCT 11 - OCT 17,Gillnet,Chinook,323,10/11/2009,103,2009,10,
103 OCT 10 - OCT 16,Gillnet,Chinook,1034,10/10/2010,103,2010,10,
103 OCT 09 - OCT 15,Gillnet,Chinook,1716,10/9/2011,103,2011,10,
103 OCT 14 - OCT 20,Gillnet,Chinook,971,10/14/2012,103,2012,10,
103 OCT 12 - OCT 18,Troll,Chinook,15539,10/12/1997,103,1997,10,
103 OCT 11 - OCT 17,Troll,Chinook,19302,10/11/1998,103,1998,10,
103 OCT 10 - OCT 16,Troll,Chinook,174894,10/10/1999,103,1999,10,
103 OCT 08 - OCT 14,Troll,Chinook,332184,10/8/2000,103,2000,10,
103 OCT 14 - OCT 20,Troll,Chinook,23159,10/14/2001,103,2001,10,
103 OCT 13 - OCT 19,Troll,Chinook,1715,10/13/2002,103,2002,10,
103 OCT 10 - OCT 16,Troll,Chinook,31571,10/10/2004,103,2004,10,
103 OCT 09 - OCT 15,Troll,Chinook,50017,10/9/2005,103,2005,10,
103 OCT 14 - OCT 20,Troll,Chinook,10153,10/14/2007,103,2007,10,
103 OCT 13 - OCT 19,Gillnet,Chum,47231,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Gillnet,Chum,447127,10/12/1997,103,1997,10,
103 OCT 11 - OCT 17,Gillnet,Chum,171241,10/11/1998,103,1998,10,
103 OCT 10 - OCT 16,Gillnet,Chum,263937,10/10/1999,103,1999,10,
103 OCT 08 - OCT 14,Gillnet,Chum,54086,10/8/2000,103,2000,10,
103 OCT 14 - OCT 20,Gillnet,Chum,308594,10/14/2001,103,2001,10,
103 OCT 13 - OCT 19,Gillnet,Chum,184763,10/13/2002,103,2002,10,
103 OCT 12 - OCT 18,Gillnet,Chum,295337,10/12/2003,103,2003,10,
103 OCT 10 - OCT 16,Gillnet,Chum,483453,10/10/2004,103,2004,10,
103 OCT 09 - OCT 15,Gillnet,Chum,920363,10/9/2005,103,2005,10,
103 OCT 15 - OCT 21,Gillnet,Chum,585043,10/15/2006,103,2006,10,
103 OCT 14 - OCT 20,Gillnet,Chum,176629,10/14/2007,103,2007,10,
103 OCT 12 - OCT 18,Gillnet,Chum,329794,10/12/2008,103,2008,10,
103 OCT 11 - OCT 17,Gillnet,Chum,166016,10/11/2009,103,2009,10,
103 OCT 10 - OCT 16,Gillnet,Chum,33695,10/10/2010,103,2010,10,
103 OCT 09 - OCT 15,Gillnet,Chum,284527,10/9/2011,103,2011,10,
103 OCT 14 - OCT 20,Gillnet,Chum,52738,10/14/2012,103,2012,10,
103 OCT 13 - OCT 19,Seine,Chum,63612,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Seine,Chum,61026,10/12/1997,103,1997,10,
103 OCT 11 - OCT 17,Seine,Chum,2663533,10/11/1998,103,1998,10,
103 OCT 10 - OCT 16,Seine,Chum,193116,10/10/1999,103,1999,10,
103 OCT 08 - OCT 14,Seine,Chum,103555,10/8/2000,103,2000,10,
103 OCT 14 - OCT 20,Seine,Chum,149529,10/14/2001,103,2001,10,
103 OCT 13 - OCT 19,Seine,Chum,639040,10/13/2002,103,2002,10,
103 OCT 12 - OCT 18,Seine,Chum,152409,10/12/2003,103,2003,10,
103 OCT 10 - OCT 16,Seine,Chum,124521,10/10/2004,103,2004,10,
103 OCT 09 - OCT 15,Seine,Chum,744459,10/9/2005,103,2005,10,
103 OCT 15 - OCT 21,Seine,Chum,627730,10/15/2006,103,2006,10,
103 OCT 11 - OCT 17,Seine,Chum,26486,10/11/2009,103,2009,10,
103 OCT 09 - OCT 15,Seine,Chum,5702,10/9/2011,103,2011,10,
103 OCT 13 - OCT 19,Troll,Chum,232,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Troll,Chum,47,10/12/1997,103,1997,10,
103 OCT 11 - OCT 17,Troll,Chum,89499,10/11/1998,103,1998,10,
103 OCT 10 - OCT 16,Troll,Chum,821,10/10/1999,103,1999,10,
103 OCT 08 - OCT 14,Troll,Chum,11996,10/8/2000,103,2000,10,
103 OCT 14 - OCT 20,Troll,Chum,1082,10/14/2001,103,2001,10,
103 OCT 13 - OCT 19,Troll,Chum,30963,10/13/2002,103,2002,10,
103 OCT 12 - OCT 18,Troll,Chum,71326,10/12/2003,103,2003,10,
103 OCT 10 - OCT 16,Troll,Chum,30827,10/10/2004,103,2004,10,
103 OCT 09 - OCT 15,Troll,Chum,45631,10/9/2005,103,2005,10,
103 OCT 15 - OCT 21,Troll,Chum,108840,10/15/2006,103,2006,10,
103 OCT 14 - OCT 20,Troll,Chum,67180,10/14/2007,103,2007,10,
103 OCT 12 - OCT 18,Troll,Chum,35859,10/12/2008,103,2008,10,
103 OCT 11 - OCT 17,Troll,Chum,138580,10/11/2009,103,2009,10,
103 OCT 10 - OCT 16,Troll,Chum,556,10/10/2010,103,2010,10,
103 OCT 09 - OCT 15,Troll,Chum,192243,10/9/2011,103,2011,10,
103 OCT 14 - OCT 20,Troll,Chum,61006,10/14/2012,103,2012,10,
103 OCT 13 - OCT 19,Gillnet,Coho,340,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Gillnet,Coho,77,10/12/1997,103,1997,10,
103 OCT 10 - OCT 16,Gillnet,Coho,328,10/10/1999,103,1999,10,
103 OCT 08 - OCT 14,Gillnet,Coho,301,10/8/2000,103,2000,10,
103 OCT 14 - OCT 20,Gillnet,Coho,48,10/14/2001,103,2001,10,
103 OCT 12 - OCT 18,Gillnet,Coho,3141,10/12/2003,103,2003,10,
103 OCT 10 - OCT 16,Gillnet,Coho,15817,10/10/2004,103,2004,10,
103 OCT 09 - OCT 15,Gillnet,Coho,2167,10/9/2005,103,2005,10,
103 OCT 15 - OCT 21,Gillnet,Coho,3756,10/15/2006,103,2006,10,
103 OCT 14 - OCT 20,Gillnet,Coho,126,10/14/2007,103,2007,10,
103 OCT 12 - OCT 18,Gillnet,Coho,752,10/12/2008,103,2008,10,
103 OCT 11 - OCT 17,Gillnet,Coho,51,10/11/2009,103,2009,10,
103 OCT 10 - OCT 16,Gillnet,Coho,1130,10/10/2010,103,2010,10,
103 OCT 09 - OCT 15,Gillnet,Coho,124,10/9/2011,103,2011,10,
103 OCT 14 - OCT 20,Gillnet,Coho,138,10/14/2012,103,2012,10,
103 OCT 10 - OCT 16,Seine,Coho,304,10/10/1999,103,1999,10,
103 OCT 14 - OCT 20,Seine,Coho,66,10/14/2001,103,2001,10,
103 OCT 10 - OCT 16,Seine,Coho,1225,10/10/2004,103,2004,10,
103 OCT 09 - OCT 15,Seine,Coho,106,10/9/2005,103,2005,10,
103 OCT 13 - OCT 19,Troll,Coho,19326,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Troll,Coho,251,10/12/1997,103,1997,10,
103 OCT 09 - OCT 15,Troll,Coho,811,10/9/2005,103,2005,10,
103 OCT 14 - OCT 20,Troll,Coho,258,10/14/2007,103,2007,10,
103 OCT 12 - OCT 18,Gillnet,Pink,4,10/12/1997,103,1997,10,
103 OCT 10 - OCT 16,Gillnet,Pink,39,10/10/1999,103,1999,10,
103 OCT 14 - OCT 20,Gillnet,Pink,1,10/14/2001,103,2001,10,
103 OCT 09 - OCT 15,Gillnet,Pink,3,10/9/2005,103,2005,10,
103 OCT 15 - OCT 21,Gillnet,Pink,4,10/15/2006,103,2006,10,
103 OCT 09 - OCT 15,Gillnet,Pink,24,10/9/2011,103,2011,10,
103 OCT 12 - OCT 18,Seine,Pink,5,10/12/2003,103,2003,10,
103 OCT 09 - OCT 15,Seine,Pink,9,10/9/2005,103,2005,10,
103 OCT 13 - OCT 19,Troll,Pink,679,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Troll,Pink,62,10/12/1997,103,1997,10,
103 OCT 10 - OCT 16,Troll,Pink,300,10/10/1999,103,1999,10,
103 OCT 08 - OCT 14,Troll,Pink,5,10/8/2000,103,2000,10,
103 OCT 09 - OCT 15,Troll,Pink,10,10/9/2005,103,2005,10,
103 OCT 14 - OCT 20,Troll,Pink,5,10/14/2007,103,2007,10,
103 OCT 09 - OCT 15,Troll,Pink,30,10/9/2011,103,2011,10,
103 OCT 08 - OCT 14,Gillnet,Sockeye,2518,10/8/2000,103,2000,10,
103 OCT 09 - OCT 15,Gillnet,Sockeye,35,10/9/2005,103,2005,10,
103 OCT 15 - OCT 21,Gillnet,Sockeye,28,10/15/2006,103,2006,10,
103 OCT 14 - OCT 20,Gillnet,Sockeye,11,10/14/2007,103,2007,10,
103 OCT 09 - OCT 15,Seine,Sockeye,93,10/9/2005,103,2005,10,
103 OCT 13 - OCT 19,Troll,Sockeye,23,10/13/1996,103,1996,10,
103 OCT 12 - OCT 18,Troll,Sockeye,17,10/12/1997,103,1997,10,
103 OCT 09 - OCT 15,Troll,Sockeye,186,10/9/2005,103,2005,10,
103 OCT 13 - OCT 19,Gillnet,Steelhead,159,10/13/1996,103,1996,10,
104 OCT 20 - OCT 26,Gillnet,Chinook,33,10/20/1996,104,1996,10,
104 OCT 19 - OCT 25,Gillnet,Chinook,164,10/19/1997,104,1997,10,
104 OCT 18 - OCT 24,Gillnet,Chinook,380,10/18/1998,104,1998,10,
104 OCT 17 - OCT 23,Gillnet,Chinook,160,10/17/1999,104,1999,10,
104 OCT 15 - OCT 21,Gillnet,Chinook,269,10/15/2000,104,2000,10,
104 OCT 21 - OCT 27,Gillnet,Chinook,60,10/21/2001,104,2001,10,
104 OCT 20 - OCT 26,Gillnet,Chinook,600,10/20/2002,104,2002,10,
104 OCT 19 - OCT 25,Gillnet,Chinook,2801,10/19/2003,104,2003,10,
104 OCT 17 - OCT 23,Gillnet,Chinook,3899,10/17/2004,104,2004,10,
104 OCT 16 - OCT 22,Gillnet,Chinook,983,10/16/2005,104,2005,10,
104 OCT 22 - OCT 28,Gillnet,Chinook,398,10/22/2006,104,2006,10,
104 OCT 21 - OCT 27,Gillnet,Chinook,1397,10/21/2007,104,2007,10,
104 OCT 19 - OCT 25,Gillnet,Chinook,36,10/19/2008,104,2008,10,
104 OCT 18 - OCT 24,Gillnet,Chinook,409,10/18/2009,104,2009,10,
104 OCT 17 - OCT 23,Gillnet,Chinook,301,10/17/2010,104,2010,10,
104 OCT 16 - OCT 22,Gillnet,Chinook,1061,10/16/2011,104,2011,10,
104 OCT 21 - OCT 27,Gillnet,Chinook,196,10/21/2012,104,2012,10,
104 OCT 17 - OCT 23,Seine,Chinook,33,10/17/2004,104,2004,10,
104 OCT 19 - OCT 25,Troll,Chinook,11966,10/19/1997,104,1997,10,
104 OCT 18 - OCT 24,Troll,Chinook,17401,10/18/1998,104,1998,10,
104 OCT 17 - OCT 23,Troll,Chinook,205763,10/17/1999,104,1999,10,
104 OCT 15 - OCT 21,Troll,Chinook,119524,10/15/2000,104,2000,10,
104 OCT 21 - OCT 27,Troll,Chinook,5545,10/21/2001,104,2001,10,
104 OCT 17 - OCT 23,Troll,Chinook,25378,10/17/2004,104,2004,10,
104 OCT 21 - OCT 27,Troll,Chinook,43242,10/21/2007,104,2007,10,
104 OCT 19 - OCT 25,Troll,Chinook,36611,10/19/2008,104,2008,10,
104 OCT 20 - OCT 26,Gillnet,Chum,49372,10/20/1996,104,1996,10,
104 OCT 19 - OCT 25,Gillnet,Chum,191670,10/19/1997,104,1997,10,
104 OCT 18 - OCT 24,Gillnet,Chum,202990,10/18/1998,104,1998,10,
104 OCT 17 - OCT 23,Gillnet,Chum,92499,10/17/1999,104,1999,10,
104 OCT 15 - OCT 21,Gillnet,Chum,92063,10/15/2000,104,2000,10,
104 OCT 21 - OCT 27,Gillnet,Chum,252785,10/21/2001,104,2001,10,
104 OCT 20 - OCT 26,Gillnet,Chum,209153,10/20/2002,104,2002,10,
104 OCT 19 - OCT 25,Gillnet,Chum,310160,10/19/2003,104,2003,10,
104 OCT 17 - OCT 23,Gillnet,Chum,336479,10/17/2004,104,2004,10,
104 OCT 16 - OCT 22,Gillnet,Chum,568031,10/16/2005,104,2005,10,
104 OCT 22 - OCT 28,Gillnet,Chum,543067,10/22/2006,104,2006,10,
104 OCT 21 - OCT 27,Gillnet,Chum,254416,10/21/2007,104,2007,10,
104 OCT 19 - OCT 25,Gillnet,Chum,231355,10/19/2008,104,2008,10,
104 OCT 18 - OCT 24,Gillnet,Chum,317111,10/18/2009,104,2009,10,
104 OCT 17 - OCT 23,Gillnet,Chum,14623,10/17/2010,104,2010,10,
104 OCT 16 - OCT 22,Gillnet,Chum,292702,10/16/2011,104,2011,10,
104 OCT 21 - OCT 27,Gillnet,Chum,331333,10/21/2012,104,2012,10,
104 OCT 20 - OCT 26,Seine,Chum,221488,10/20/1996,104,1996,10,
104 OCT 19 - OCT 25,Seine,Chum,2266288,10/19/1997,104,1997,10,
104 OCT 18 - OCT 24,Seine,Chum,1367720,10/18/1998,104,1998,10,
104 OCT 17 - OCT 23,Seine,Chum,122437,10/17/1999,104,1999,10,
104 OCT 15 - OCT 21,Seine,Chum,83006,10/15/2000,104,2000,10,
104 OCT 21 - OCT 27,Seine,Chum,267889,10/21/2001,104,2001,10,
